Date,Price,Open,High,Low,Vol.,Change %
2020-01-27,30295.51,31168.97,31168.97,29615.12,50.30K,-2.80%
2020-01-24,31168.97,31995.55,31995.55,31168.97,25.15K,-0.86%
2020-01-23,31439.29,31582.72,31582.72,31260.92,39.70K,-0.45%
2020-01-22,31582.72,32097.6,32097.6,31582.72,43.05K,-1.60%
2020-01-21,32097.6,33099.79,33099.79,32088.41,116.58K,-3.03%
2020-01-20,33099.79,33469.41,33651.46,33099.79,61.84K,-1.10%
2020-01-17,33469.41,33457.45,33558.59,33099.79,169.57K,0.04%
2020-01-16,33457.45,33302.07,33458.37,32644.67,36.16K,-0.54%
2020-01-15,33638.58,34019.23,34019.23,33375.62,133.49K,-1.78%
2020-01-14,34249.09,34478.95,34662.84,34019.23,100.30K,-0.53%
2020-01-13,34432.98,34469.76,34469.76,34056.01,89.37K,0.13%
2020-01-10,34387.01,34021.99,34387.01,33883.15,37.35K,0.81%
2020-01-09,34111.18,34295.06,34295.06,33378.38,169.67K,-0.54%
2020-01-08,34295.06,34111.18,34409.99,33562.27,104.86K,0.54%
2020-01-07,34111.18,33375.62,34226.11,33375.62,91.13K,2.20%
2020-01-06,33375.62,32686.05,33467.57,32548.13,66.48K,2.11%
2020-01-03,32686.05,32456.19,33467.57,31863.15,76.25K,0.71%
2020-01-02,32456.19,31352.86,32456.19,31352.86,26.46K,3.52%
2019-12-30,31352.86,31077.03,31720.64,31086.22,65.48K,0.89%
2019-12-27,31077.03,31214.02,31214.02,30893.14,103.22K,-0.44%
2019-12-26,31214.02,31255.4,31260.92,30894.06,134.18K,-0.13%
2019-12-24,31255.4,31260.92,31260.92,30939.11,21.38K,0.72%
2019-12-23,31031.06,31454,31729.83,31031.06,73.40K,-1.34%
2019-12-20,31454,31904.52,32174.84,31444.8,235.42K,-1.41%
2019-12-19,31904.52,32180.35,32621.68,31904.52,113.45K,0.51%
2019-12-18,31741.78,33053.82,33531.93,31721.55,164.31K,-3.97%
2019-12-17,33053.82,33927.29,34387.01,32658.46,100.84K,-2.57%
2019-12-16,33927.29,34561.7,34562.62,33835.34,35.62K,-1.84%
2019-12-13,34561.7,35306.45,35582.28,34175.54,106.01K,-2.11%
2019-12-12,35306.45,34662.84,35306.45,34661,113.39K,1.86%
2019-12-11,34662.84,34934.07,35030.61,34037.62,90.28K,-0.78%
2019-12-10,34934.07,35159.34,35214.5,34934.07,42.51K,-0.59%
2019-12-09,35140.95,34938.67,35536.31,35122.56,65.66K,0.58%
2019-12-06,34938.67,35168.53,35858.11,34938.67,57.33K,-0.65%
2019-12-05,35168.53,34734.56,35490.33,34616.87,78.45K,2.28%
2019-12-04,34386.09,32640.07,34478.95,31996.47,142.32K,5.35%
2019-12-03,32640.07,32502.16,32649.27,31720.64,151.19K,0.42%
2019-12-02,32502.16,33081.4,33081.4,32419.41,114.17K,-1.75%
2019-11-29,33081.4,32548.13,33513.54,31444.8,81.74K,1.64%
