Date,Price,Open,High,Low,Vol.,Change %
2019-08-21,4208.25,4138.77,4218.17,4168.54,1.62M,1.68%
2019-08-20,4138.77,4118.92,4168.54,4118.92,881.51K,0.48%
2019-08-19,4119.12,4169.54,4213.11,4119.12,1.18M,-1.19%
2019-08-16,4168.54,4218.17,4218.17,4168.54,680.62K,0.00%
2019-08-14,4168.54,4138.77,4218.07,4138.77,662.80K,-1.64%
2019-08-13,4238.02,4173.51,4238.02,4149.09,1.38M,1.55%
2019-08-12,4173.51,4218.17,4207.05,4148.79,1.38M,-1.06%
2019-08-09,4218.17,4247.94,4293.6,4208.25,740.79K,-0.70%
2019-08-08,4247.94,4188.4,4298.56,4198.42,2.01M,1.42%
2019-08-07,4188.4,4218.27,4262.83,4158.62,901.70K,-0.71%
2019-08-06,4218.27,4235.04,4307.2,4194.45,2.87M,-0.23%
2019-08-05,4228.19,4312.46,4312.46,4173.51,2.39M,-1.95%
2019-08-02,4312.46,4342.23,4337.27,4224.13,1.29M,-0.69%
2019-08-01,4342.23,4317.42,4396.62,4267.8,947.07K,0.57%
2019-07-31,4317.42,4372.01,4386.9,4317.42,1.51M,-1.25%
2019-07-30,4372.01,4396.62,4396.62,4357.22,497.30K,0.23%
2019-07-29,4362.08,4357.12,4386.9,4337.77,1.03M,0.11%
2019-07-26,4357.12,4436.52,4436.52,4347.79,2.03M,-1.79%
2019-07-25,4436.52,4376.97,4454.39,4328.24,936.93K,1.36%
2019-07-24,4376.97,4416.57,4416.57,4338.26,772.11K,0.00%
2019-07-23,4376.97,4361.09,4414.69,4331.42,1.91M,0.36%
2019-07-22,4361.09,4366.05,4367.05,4279.01,1.10M,-0.11%
2019-07-19,4366.05,4391.86,4416.67,4317.62,826.51K,-0.59%
2019-07-18,4391.86,4466.3,4466.3,4391.86,670.44K,-1.67%
2019-07-17,4466.3,4456.37,4466.3,4419.65,615.29K,0.02%
