Date,Price,Open,High,Low,Vol.,Change %
2019-08-20,6306.07,6221.85,6306.27,6159.29,469.79K,1.35%
2019-08-19,6221.85,6219.87,6340.93,6221.85,370.51K,0.03%
2019-08-16,6219.87,6286.4,6355.92,6206.96,465.83K,-1.00%
2019-08-14,6282.53,6453.15,6453.15,6282.53,678.70K,-2.68%
2019-08-13,6455.23,6326.13,6554.55,6306.27,683.75K,2.04%
2019-08-12,6326.13,6307.26,6524.55,6257.6,350.47K,0.30%
2019-08-09,6307.26,6370.82,6445.3,6257.6,412.33K,-1.00%
2019-08-08,6370.82,6063.95,6385.72,6063.95,1.10M,5.68%
2019-08-07,6028.2,6016.28,6106.65,5928.98,888.05K,0.33%
2019-08-06,6008.33,6033.16,6155.31,6003.37,1.39M,0.02%
2019-08-05,6007.34,6157.3,6157.3,5938.82,1.44M,-2.91%
2019-08-02,6187.09,6290.87,6290.87,6177.16,435.91K,-1.68%
2019-08-01,6292.56,6415.51,6455.23,6286.4,320.37K,-1.92%
2019-07-31,6415.51,6587.81,6652.86,6415.51,885.59K,-2.62%
2019-07-30,6587.81,6485.03,6622.08,6442.72,289.19K,2.25%
2019-07-29,6442.72,6416.5,6495.06,6420.48,350.41K,0.41%
2019-07-26,6416.5,6393.66,6549.58,6341.13,531.26K,0.36%
2019-07-25,6393.66,6554.55,6554.55,6357.02,565.90K,-1.42%
2019-07-24,6486.02,6627.04,6604.2,6476.09,235.81K,-2.13%
2019-07-23,6627.04,6797.66,6852.38,6559.61,659.63K,-2.51%
2019-07-22,6797.66,6802.82,6922,6703.51,296.74K,-0.08%
2019-07-19,6802.82,6952.78,6953.78,6802.82,261.05K,-2.16%
2019-07-18,6952.78,6981.58,7013.66,6951.79,1.78M,-0.41%
2019-07-17,6981.58,7000.45,6998.27,6953.78,681.70K,-0.27%
2019-07-15,7000.45,6966.69,7001.45,6940.77,120.62K,0.48%
